"STATION","NAME","DATE","AWND","PRCP","SNOW","TMAX","TMIN"
"US1CODN0175","DENVER 0.4 E, CO US","2017-01-27",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-01-28",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-01-29",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-01-30",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-01-31",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-02-01",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-02-02",,"0.00",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-02-03",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-02-04",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-02-05",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-02-06",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-02-07",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-02-08",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-02-09",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-02-10",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-02-11",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-02-12",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-02-13",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-02-14",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-02-15",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-02-16",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-02-17",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-02-18",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-02-19",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-02-20",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-02-21",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-02-22",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-02-23",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-02-24",,"0.10","1.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-02-26",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-02-27",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-02-28",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-03-01",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-03-02",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-03-03",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-03-04",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-03-05",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-03-06",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-03-07",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-03-08",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-03-09",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-03-10",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-03-11",,"0.00",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-03-12",,"0.00",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-03-13",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-03-14",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-03-15",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-03-16",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-03-17",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-03-18",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-03-19",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-03-20",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-03-21",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-03-22",,"0.00",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-03-23",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-03-24",,"0.47",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-03-25",,"0.00",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-03-26",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-03-27",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-03-28",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-03-29",,"0.27",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-03-30",,"0.00",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-03-31",,"0.00",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-04-01",,"0.17","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-04-02",,"0.01",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-04-03",,"0.08",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-04-04",,"0.39","3.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-04-05",,"0.19","2.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-04-06",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-04-07",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-04-08",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-04-09",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-04-10",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-04-11",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-04-12",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-04-13",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-04-14",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-04-15",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-04-16",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-04-17",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-04-18",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-04-19",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-04-20",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-04-21",,"0.37",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-04-22",,"0.10",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-04-23",,"0.00",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-04-24",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-04-25",,"0.00",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-04-26",,"0.06",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-04-27",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-04-28",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-04-29",,"0.58","4.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-04-30",,"0.20","2.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-05-01",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-05-02",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-05-03",,"0.18",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-05-04",,"0.18",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-05-05",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-05-06",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-05-07",,"0.00",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-05-08",,"0.19",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-05-09",,"1.29",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-05-10",,"0.01",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-05-11",,"0.17",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-05-12",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-05-13",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-05-14",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-05-15",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-05-16",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-05-17",,"0.03",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-05-18",,"1.02","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-05-19",,"0.70","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-05-21",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-05-22",,"0.16",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-05-23",,"0.11",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-05-24",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-05-25",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-05-26",,"0.43",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-05-27",,"0.00",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-05-28",,"0.20",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-05-29",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-05-30",,"0.07","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-05-31",,"0.01",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-06-01",,"0.00",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-06-02",,"0.02",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-06-03",,"0.13",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-06-04",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-06-05",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-06-06",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-06-07",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-06-08",,"0.20",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-06-09",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-06-10",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-06-11",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-06-12",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-06-13",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-06-14",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-06-15",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-06-16",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-06-17",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-06-18",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-06-19",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-06-20",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-06-21",,"0.00",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-06-22",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-06-23",,"0.19",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-06-24",,"0.02",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-06-25",,"0.00",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-06-26",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-06-27",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-06-28",,"0.00",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-06-29",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-06-30",,"0.30",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-07-01",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-07-02",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-07-03",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-07-04",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-07-05",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-07-06",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-07-07",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-07-08",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-07-09",,"0.02",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-07-10",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-07-11",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-07-12",,"0.00",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-07-13",,"0.01",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-07-14",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-07-15",,"0.01",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-07-16",,"0.01",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-07-17",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-07-18",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-07-19",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-07-20",,"0.01",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-07-21",,"0.11",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-07-22",,"0.05",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-07-23",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-07-24",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-07-25",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-07-26",,"0.04",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-07-27",,"0.29",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-07-28",,"0.01",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-07-29",,"0.11",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-07-30",,"0.00",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-07-31",,"0.13",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-08-01",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-08-02",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-08-03",,"0.12",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-08-04",,"0.00",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-08-05",,"0.00",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-08-06",,"0.00",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-08-07",,"0.11",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-08-08",,"0.38",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-08-09",,"0.03",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-08-10",,"0.03",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-08-11",,"0.11",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-08-12",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-08-13",,"0.00",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-08-14",,"0.13",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-08-15",,"0.00",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-08-16",,"0.03",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-08-17",,"0.00",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-08-18",,"0.00",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-08-19",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-08-20",,"0.00",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-08-21",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-08-22",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-08-23",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-08-24",,"0.00",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-08-25",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-08-26",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-08-27",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-08-28",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-08-29",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-08-30",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-08-31",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-09-01",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-09-02",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-09-03",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-09-04",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-09-05",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-09-06",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-09-07",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-09-08",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-09-09",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-09-10",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-09-11",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-09-12",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-09-13",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-09-14",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-09-15",,"0.00",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-09-16",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-09-17",,"0.01",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-09-18",,"0.00",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-09-19",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-09-20",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-09-21",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-09-22",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-09-23",,"0.01",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-09-24",,"0.46",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-09-25",,"0.20",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-09-26",,"0.03",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-09-27",,"0.00",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-09-28",,"0.47",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-09-29",,"0.00",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-09-30",,"0.01",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-10-01",,"0.00",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-10-02",,"0.31",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-10-03",,"0.34",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-10-04",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-10-05",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-10-06",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-10-07",,"0.00",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-10-08",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-10-09",,"0.49","2.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-10-10",,"0.17","2.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-10-11",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-10-12",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-10-13",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-10-14",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-10-15",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-10-16",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-10-17",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-10-18",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-10-19",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-10-20",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-10-21",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-10-22",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-10-23",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-10-24",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-10-25",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-10-26",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-10-27",,"0.01","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-10-28",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-10-29",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-10-30",,"0.00",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-10-31",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-11-01",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-11-02",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-11-03",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-11-04",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-11-05",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-11-06",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-11-07",,"0.04",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-11-08",,"0.01",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-11-09",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-11-10",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-11-11",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-11-12",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-11-13",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-11-14",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-11-15",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-11-16",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-11-17",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-11-18",,"0.20",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-11-19",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-11-20",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-11-21",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-11-22",,"0.01",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-11-23",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-11-24",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-11-25",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-11-26",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-11-27",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-11-28",,"0.00",,,
"US1CODN0175","DENVER 0.4 E, CO US","2017-11-29",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-11-30",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-12-01",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-12-02",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-12-03",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-12-04",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-12-05",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-12-06",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-12-07",,"0.00","0.0",,
"US1CODN0175","DENVER 0.4 E, CO US","2017-12-08",,"0.00","0.0",,
"USC00052228","DENVER MUSEUM, CO US","2017-01-01",,"0.00","0.0",,
"USC00052228","DENVER MUSEUM, CO US","2017-01-02",,"0.00","0.0","53","18"
"USC00052228","DENVER MUSEUM, CO US","2017-01-03",,"0.00","0.0","32","14"
"USC00052228","DENVER MUSEUM, CO US","2017-01-04",,"0.00","0.0",,
"USC00052228","DENVER MUSEUM, CO US","2017-01-05",,"0.37","5.0","8","3"
"USC00052228","DENVER MUSEUM, CO US","2017-01-06",,"0.00","0.0","28","-22"
"USC00052228","DENVER MUSEUM, CO US","2017-01-07",,"0.00","0.0","39","9"
"USC00052228","DENVER MUSEUM, CO US","2017-01-08",,"0.00","0.0","55","13"
"USC00052228","DENVER MUSEUM, CO US","2017-01-09",,"0.00","0.0","63","33"
"USC00052228","DENVER MUSEUM, CO US","2017-01-10",,"0.00","0.0","52","34"
"USC00052228","DENVER MUSEUM, CO US","2017-01-11",,"0.00","0.0","49","47"
"USC00052228","DENVER MUSEUM, CO US","2017-01-12",,"0.00","0.0",,
"USC00052228","DENVER MUSEUM, CO US","2017-01-13",,"0.00","0.0","40","21"
"USC00052228","DENVER MUSEUM, CO US","2017-01-14",,"0.00","0.0","42","24"
"USC00052228","DENVER MUSEUM, CO US","2017-01-15",,"0.00","0.0","36","25"
"USC00052228","DENVER MUSEUM, CO US","2017-01-16",,"0.23","4.0","36","28"
